Issue key,Issue id,Custom field (Exposure),Summary,Reporter,Created,Custom field (Customer Name),Custom field (State Reason),Component/s,Component/s,Custom field (Closed Reason),Status,Custom field (Found in build),Custom field (Fix in Build),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Assignee,Custom field (Root Cause),Resolution
WIFI-7611,450966,1-Critical,[HP/SIO1562209][TargaryenTA][9560/CFL/Win10 RS3] BSOD 0x1E and Wi-Fi lost function and WLAN driver show yellow bang in DM while playing online video via Wi-Fi.,cyeh1,31/Jan/18 3:46 PM,HP,Fixed,WinDriver->WiFi Extensions,,,Closed,sthwfw2431,STHWFW2800_20.50.0.1,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,BT_WW9,NoNPI,WiFi_WIN:99.0.36.2,,,,,,,,P2-High,mchechik,"The goVifDestroyAPI() Job was submitted after the Job Scheduler was STOPPED, therefore it wasn't called and the inactivity Timer wasn't canceled.

",Fixed
WIFI-7610,450967,2-High,"[Fujitsu][JfP/CFL/RS3] When WoW is enabled, resuming from S4 will become public network",kjfang,31/Jan/18 1:59 PM,Fujitsu,Fixed,WinDriver->Connectivity,,,Closed,STHWFW2598G,STHWFW2716_20.40.0.4,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,NoNPI,,,,,,,,,,P2-High,mchechik,"race condition between performing SW reset and resume event to HECI thread. 
in case the HECI thread tries to read read ME ownership semaphore (through ALON API function) while SW reset is in progress, the function identifies that host driver isn't owner of NIC and sets internal DB flag. 
this flag isn't reset upon taking ownership again.
",Fixed
WIFI-7548,450993,2-High,[Samsung][Odyssey-z][CFL/JP2] Red X appears after  s3 resume.,frankfcy,29/Jan/18 7:36 PM,Samsung,Fixed,FW->Infra,,,Closed,sthwfw2295_20.20.0.4g,,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,NoNPI,,,,,,,,,,P3-Medium,frankfcy,,Fixed
WIFI-7502,451019,1-Critical,"[Toshiba][Win10_RS3][8265] WLAN device is disabled in DM after system ""Reset"".",kjfang,26/Jan/18 6:01 PM,Dynabook Inc,Fixed,WinDriver->System flows,,,Closed,STHWFW2598,STHWFW3072_20.60.0.7,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,mchechik,"Assumption:
Wrong usage with WinAPI regarding ETW registration. ",Fixed
WIFI-7499,451022,2-High,"[Samsung][Odyssey-z][CFL/JP2] WiFi Connecting is failed with specific AP, sometimes.",frankfcy,26/Jan/18 2:01 PM,Samsung,Fixed,FW->Infra,,,Closed,sthwfw2295_20.20.0.4g,,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,NoNPI,,,,,,,,,,P3-Medium,frankfcy,,Fixed
WIFI-7475,451040,1-Critical,[Acer_Sapporo_GLK] S4 LR will BSOD with CNVi WLAN card,kjfang,25/Jan/18 2:01 PM,Acer,Fixed,Product->The Platform,,,Closed,16299,,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,NoNPI,xTal,,,,,,,,,P2-High,kjfang,,Fixed
WIFI-7474,451041,2-High,[LG][13Z980][KBL-R/8265/Win10 RS3] Miracast connection to Intel Miracast sink fails,frankfcy,25/Jan/18 11:03 AM,LG,Fixed,WinDriver->WiFi Extensions,,,Closed,20.30.1.2(STHWFW2598G),STHWFW2800_20.50.0.1,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,Miracast,NoNPI,WiFi_WIN:99.0.36.2,WiFi_WIN:99.0.36.5,,,,,,,P2-High,mchechik,"Intel GO which was configured to a mobile device chose UNII1 (Indoor) channels during CS.
A connection failure occured upon Intel P2P client trying to connect (regulatory issue).
",Fixed
WIFI-7468,451046,3-Medium,"[Toshiba][Win10][UWD]PROSet shows different version in Apps&features and DM with 20.30 WiFi UWD package,",kjfang,24/Jan/18 7:04 PM,Dynabook Inc,Fixed,ProSet,,,Closed,STHWFW2524,,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,NoNPI,,,,,,,,,,P3-Medium,kjfang,,Fixed
WIFI-7430,451064,2-High,[Samsung-Epic-KBL-Win10][BSOD_0x50] [Netwtw06!DeviceControlLayer::FwStorageAccessor::mapFile+0xf9] BSoD was reported.,frankfcy,23/Jan/18 4:04 PM,Samsung,Fixed,WinDriver->System flows,,,Closed,sthwfw2098_20.10.2.2g,20.20PV,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,BSOD-0x50,,,,,,,,,,P3-Medium,frankfcy,duplicate of WIFI-3905,Fixed
WIFI-7429,451065,2-High,[HP/SIO1555487][Tobago][9260/CFL/Win10 RS3]BSE 0x7C(Stop Code:BUGCODE_NDIS_DRIVER) Probably caused by Netwtw06.sys occurred when running WinPVT9.0F/Video Stress,cyeh1,23/Jan/18 4:00 PM,HP,Fixed,WinDriver->System flows,,,Closed,STHWFW2431,STHWFW2716_20.40.0.4,Thunder Peak 2 (9260),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,mchechik,we are delete silentReset flag when we receive HW error even if reset is not finished yet,Fixed
WIFI-7425,451069,1-Critical,[Samsung][Odyssey-15Z][CFL-JfP2] Power Up Sequence time gap between CLKREQ and BRI_RSP (T4 - T3) is measured below 1ms,frankfcy,23/Jan/18 3:56 PM,Samsung,Fixed,HW,,,Closed,STHWFW2295_20.20.0.4g,,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,NoNPI,,,,,,,,,,P2-High,frankfcy,,Fixed
WIFI-7335,451132,2-High,[Lenovo-ThinkPad][LCFC-TW][SoloLando][win10/8265/KBL-R] BSOD 0x50 occurs during S4,flee5,18/Jan/18 4:52 PM,Lenovo - ThinkPad China,Fixed,WinDriver->System flows,,,Closed,sthwfw1943_20.10.0.6g,,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,flee5,,Fixed
WIFI-7334,451133,2-High,[Samsung-Epic-KBL-Win10] [0xD1]Netwtw06!dpPeerDbSetPsPollInProgress+0x14 BSoD happed during stress test.,frankfcy,18/Jan/18 4:01 PM,Samsung,Fixed,WinDriver->Performance,,,Closed,sthwfw2098_20.10.2.2g,STHWFW2499_20.30.0.7,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,BSOD-0xD1,,,,,,,,,,P3-Medium,frankfcy,"Fix a race in delete TX resources of peer while there is TX in transient state (not in TID) 
Add new counter into DP peers DB maintaining total number of NBLs processed by peer 
Upon peer removal, spin limited count of iterations (up to 5 ms) to allow transient NBL to be released 
Additional changes: 
* Set TID queue stop reason on initial state of peer remove, for all TIDs 
* Align all flush functions to remove NBL from TID prior to calling drop 
* Enhance drop API to allow selective packet drop from TID 

Master: 813d590bfa77395f73d162a96830e7f842af1c5c 
CC33: 66ff458aa35ec2847c0492f65e7275d9904ac5e0 ",Fixed
WIFI-7313,451151,1-Critical,[Samsung][Odyssey-15Z][CFL-JfP2][DRTU] 11b mode Tx power of JfP2 1216 QS samples is shown in DRTU as 1dbm for RoW MCC,frankfcy,17/Jan/18 1:31 PM,Samsung,Fixed,FW->PHY,,,Closed,DRTU_06430_10_1748_0G,STHWFW2826_20.50.0.2,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,NoNPI,OEM-Tools,,,,,,,,,P2-High,mchechik,memory override during init,Fixed
WIFI-7302,451159,1-Critical,[Lenovo-ThinkPad][LCFC-TW][SoloLando][win10/8265/KBL-R] Ant association failed,flee5,16/Jan/18 8:55 PM,Lenovo - ThinkPad China,Fixed,WinDriver->Connectivity,,,Closed,sthwfw2044_20.10.2.2g,,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,NoNPI,,,,,,,,,,P2-High,sys_cnvjira,,Fixed
WIFI-7296,451164,2-High,[Asus][CFL][PB60][9560] 9560 11g Rx ch11 OTA low TPT at low attenuation,frankfcy,16/Jan/18 6:58 PM,Asus,Fixed,FW->Data Path,,,Closed,20.10.2.2,,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,NoNPI,,,,,,,,,,P2-High,frankfcy,,Fixed
WIFI-7290,451169,1-Critical,[Asus][CFL][UX550] 9560 BIOS SAR not in effect with 20.30 and 20.20 PV,brentonw,16/Jan/18 4:29 PM,Asus,Fixed,WinDriver->System flows,,,Closed,STHWFW2524_20.30.0.7,STHWFW2716_20.40.0.4,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,BIOS_SAR,NoNPI,WiFi_WIN:99.0.35.3,,,,,,,,P2-High,mchechik,Fix: Driver is not expected to poll sensor if dynamic SAR tables exist and the control value is FALSE (feature disabled). added this check. ,Fixed
WIFI-5287,453059,1-Critical,[Samsung][Odyssey-15Z][CFL-JfP2] Tx power values measured by Anritzu does not show correct BIOS SAR values,brentonw,15/Jan/18 4:45 PM,Samsung,Fixed,WinDriver->System flows,,,Closed,STHWFW2295_20.20.0.4g,STHWFW2716_20.40.0.4,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,BIOS_SAR,NoNPI,WiFi_WIN:99.0.35.3,,,,,,,,P2-High,mchechik,Fix: Driver is not expected to poll sensor if dynamic SAR tables exist and the control value is FALSE (feature disabled). added this check. ,Fixed
WIFI-5264,453075,2-High,"[HP/SIO1464134][Brando][KBL/8265/WIN10]The SUT will enter S4 and restart automatically, When run step 9 ""Power Button: Shutdown the SUT .."" of ME_PM_9.4 with APS utility.",cyeh1,12/Jan/18 7:32 PM,HP,Fixed,WiAMTDriver->Power Transition,,,Closed,STHWFW1430G, 20.70.2.1,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,AMT,BT_WW9,CAE,D3,Eliran,ME,WiFi_WIN:99.0.40.1,WIFIWIN_19x,WoWLAN,Yoni,P2-High,cyeh1,"Root cause Description:
Currently the driver goes into suspend flow before it switches to shutdown. During this time since wowlan is configured and ME is alive, ME will wake the driver if it has a message in its mailbox for the driver. This will actually prevent the driver to move on to shutdown flow. The solution is when these conditions happen, to let the driver switch directly to shutdown flow since ME will take ownership in S5 regardless of wowlan.
This problem happens only with NICS associated with the HAP mailbox method. This means all NICS used in platforms prior to CNL ",Fixed
WIFI-5260,453078,1-Critical,[Fujitsu][WP2/8.1][BSoD] BSoD 0x133 (DPC_WATCHDOG_VIOLATION) occures with Windows 8.1,kjfang,12/Jan/18 12:40 PM,Fujitsu,Fixed,WinDriver->System flows,,,Closed,STHWFW2098G,REL_20.60.0,Wilkins Peak 2 (7260),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,kjfang,missing free of spinlock,Fixed
WIFI-5250,453088,2-High,[Lenovo IdeaPad][GLK][3Nod][Yoga330]There is black screen and BSOD during run warmboot test with 9560 QS sample,caizhiqi,11/Jan/18 6:41 PM,Lenovo - IdeaPad,Fixed,HW,,,Closed,20.10.0.100,,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,HW,NoNPI,,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-5239,453096,1-Critical,[Samsung] Proset API WifiGetAdapterList is not working with JfP2(9560),brentonw,11/Jan/18 2:40 PM,Samsung,Fixed,ProSet->UI,,,Closed,sthwfw2295_20.20.0.4g,,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,NoNPI,,,,,,,,,,P2-High,brentonw,,Fixed
WIFI-5222,453108,1-Critical,HP Jaguar1.2 (GLK+JFP1 ) is facing intermittent BSOD issue,cyeh1,10/Jan/18 3:26 PM,HP,Fixed,HW,,,Closed,20.20,STHWFW2758_20.30.4.1,Jefferson Peak 1 Pulsar (9461),,,,,,,,,,,,,,,,,,,,,,CNVi,Fireball,HW,NoNPI,xTal,,,,,,P2-High,cyeh1,"XTAL tuning is required in order to compensate for temperature.

It was discovered that specific tuning value change (moving caps from <511 to >511) causes large shift in XTAL phase and subsequently on Shared CLK to GLK.

This phase shift may cause platform BSOD due platform PLL losing lock.

In order to prevent this issue we are now limiting max tuning value to 511.",Fixed
WIFI-5174,453133,1-Critical,[HP][Spock(AMD][9260/WIN10 RS3] YB and red X (with failure rate) and always funtion lost issue when ThP2+AMD when using 20.30.0.5 ENG build,cyeh1,05/Jan/18 9:51 PM,HP,Fixed,WinDriver->Performance,,,Closed,STHWFW2474_20.30.0.5G, STHWFW2474_20.30.0.5,Thunder Peak 2 (9260),,,,,,,,,,,,,,,,,,,,,,AMD,,,,,,,,,,P2-High,cyeh1,,Fixed
WIFI-5144,453158,2-High,[Asus][AMD][Summit Ridge] 9260 Chariot and iperf unable to run (error message),frankfcy,04/Jan/18 2:01 PM,Asus,Fixed,WinDriver->Performance,,,Closed,STHWFW2474_20.30.0.5G,STHWFW2598_20.30.1.2,Thunder Peak 2 (9260),,,,,,,,,,,,,,,,,,,,,,AMD,,,,,,,,,,P2-High,frankfcy,"Enable 128 bytes DMA chunks size transactions only for ThP (and above) discrete and Intel CPU. There is an assumption that Intel CPU allows in-order 128B transactions, therefore, need to enable 128 bytes only when working with Intel CPU

CC34: 0130912fcb4823def88e6a6e30f8353ba8cca94f
CC33: 864c0416a68f5c54ef566d24dcf9247809ae2f6",Fixed
WIFI-5142,453160,2-High,[Asus][AMD][Summit Ridge] 9260 WiFi red X during reboot test,frankfcy,04/Jan/18 11:44 AM,Asus,Fixed,WinDriver->Performance,,,Closed,STHWFW2474_20.30.0.5G,STHWFW2536_20.30.1.2,Thunder Peak 2 (9260),,,,,,,,,,,,,,,,,,,,,,AMD,,,,,,,,,,P2-High,frankfcy,"Enable 128 bytes DMA chunks size transactions only for ThP (and above) discrete and Intel CPU. There is an assumption that Intel CPU allows in-order 128B transactions, therefore, need to enable 128 bytes only when working with Intel CPU 

 CC34: 0130912fcb4823def88e6a6e30f8353ba8cca94f 
 CC33: 864c0416a68f5c54ef566d24dcf9247809ae2f6a ",Fixed
WIFI-5128,453167,2-High,[Huawei][Kepler][WLAN] BSOD DPC_WATCHDOG_VIOLATION (133) during stress test,brentonw,03/Jan/18 5:27 PM,Huawei,Fixed,WinDriver->System flows,,,Closed,20.10.2.2,STHWFW2716_20.40.0.4,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,BSOD-0x133,,,,,,,,,,P2-High,mchechik,"When loading FW the, driver triggers WD on FW load. 
In case FW load WD expired, the NIC SM enters ERROR state, before resetting FW it waits for all DPCs to complete (inside the NIC SM lock) 
In case the FW load complete DPC is handled on a different core, it will try to take the NIC SM lock in order to indicate the NIC load complete event, this causes a deadlock between the thread that has the SM lock waiting for the DPC to complete and the DPC thread that is waiting for the SM lock. 

Fix was to split the NIC SM reset event to 2 steps. Step one waits for all DPCs to complete inside a job (async) 
This will avoid the wait for DPC to wait while taking the NIC SM lock. 
Once wait for DPC is over, NIC ever RESET_STEP_2 will be triggered to continue FW reset",Fixed
WIFI-5125,453169,1-Critical,[ASUS][CFL/GLK/KBL][P5440UF/X580/X407MA/X507MA/E203MA] 8265/9461/9462/9560 Wake on WAN with Orbweb’s SW fail,frankfcy,03/Jan/18 6:00 AM,Asus,Fixed,FW->Coexistence,,,Closed,"20.10.2.2, 20.20.2.2",STHWFW2933_20.50.1.1,Jefferson Peak 2 Pulsar (9560),Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,BT_WW9,CAE,D3,Fireball,HD3,NoNPI,RDR,ThisWeek,,,P2-High,,"FW wrote notifications to driver while already in D3. this caused the UMAC timers to stop functioning (with no immediate fatal error) thus resulting in the UMAC not waking up to trigger the periodic TX. (LMAC remained fully operation hence the NDP keep alive still worked)
fix was to add the implementation of prohibiting the notification while in D3. bug most likely entered while moving WOWLAN code to UMAC.",Fixed
WIFI-5082,453197,1-Critical,[Dell/Compal][BRMLK_CFL-H] 9560 power consumption increase suddenly during battery life test,sys_cnvjira,28/Dec/17 7:50 PM,Dell,Fixed,Product->The Platform,,,Closed,20.10.0.1159,STHWFW2750_20.40.0.4 ,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,NoNPI,,,,,,,,,,P2-High,mchechik,"duplicated bug from 
https://jira01.devtools.intel.com/browse/WIFI-4629 ",Fixed
WIFI-5065,453213,2-High,[Huawei][Kepler][WiFi] Wifi icon show signal strength differently before/after the connecting to an AP,brentonw,27/Dec/17 4:58 PM,Huawei,Fixed,WinDriver->Performance,,,Closed,0,STHWFW2716_20.40.0.4,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,Connectivity,NoNPI,,,,,,,,,P2-High,brentonw,"Set single RSSI percentage calculation method (WIFI-5226)
Description: The link quality percentage is indicated to OS using two different calculation methods. This value directly affects the bars (signal strength) presented in OS UI. Due to the different calculation algorithms, user was seeing different amount of bars prior and post BSS connection.
The fix is to create one algorithm, which will convert the RSSI to the link quality percentage.
The algorithm was defined by system and updated in SAS (""Link Indications"").

master: 5cc66e8d5da8e14cb6246f52440cc23ebff30ca5",Fixed
WIFI-5006,453246,2-High,[ASUS][X505BP][8265] [AMD]n mode 50db RX cannot meet our spec(>210)(wlan only),frankfcy,21/Dec/17 6:16 PM,Asus,Fixed,FW->Data Path,,,Closed,20.10.2.2,,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,FW_bugfest_01_18,NoNPI,,,,,,,,,P2-High,frankfcy,,Fixed
WIFI-4966,453275,2-High,HP JFP2 QS 1216 Vpro + CFL-H (ES) cannot recognize the module during poweron ( Non-Vpro module ok ),cyeh1,18/Dec/17 9:17 PM,HP,Fixed,Product,,,Closed,HW SI2- build ( CFL-H ES + 1216 JFP2 Vpro QS),,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,Fireball,OTP,,,,,,,,,P2-High,cyeh1,,Fixed
WIFI-4954,453280,2-High,[Toshiba][Win10_RS3][8265/8260] Sometimes WLAN network list shows “No Wi-Fi networks found” after resume from S4. (F/R: 8/10),kjfang,18/Dec/17 2:06 PM,Dynabook Inc,Fixed,WinDriver->Connectivity,,,Closed,STHWFW2295,REL 20.30.0,Snowfield Peak (8260),Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,NoNPI,,,,,,,,,,P2-High,kurayama,RF off/on don't have to disable/enable scan,Fixed
WIFI-4943,453288,1-Critical,[Lenovo-ThinkPad][LCFC-HF][Larue3WV4][Win7 SKL ][BSOD 0x9F][X64_0x9F_4_Netwsw04_IMAGE_pci.sys] (DRIVER_POWER_STATE_FAILURE) happens during reboot after uninstallation,flee5,15/Dec/17 3:59 PM,Lenovo - ThinkPad China,Fixed,WinDriver->System flows,,,Closed,sthwfw2044_20.10.2.2g,STHWFW2716_20.40.0.4,Snowfield Peak (8260),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,mchechik," It seems that the OS/Proset is changing the dat file (maybe the inbox driver dat file), after uninstalling the driver, which cause us to get YB (unmatch sys and dat files). 

 in the flow of the YB, seems that the driver allocates spinlock and WorkItem for job scheduler but in win7/B it seems that the driver forget to free it. 
 The unfree of WorkItem and spinlock causing the OS to wait for free (and not call unload driver) and eventually causing 0x9F BSOD.  ",Fixed
WIFI-4909,453311,1-Critical,[Acer_Compal_Sienta_CFS]Intel 9560 Wlan show yellow bang after warm boot stress test,kjfang,13/Dec/17 4:45 PM,Acer,Fixed,Product->The Platform,,,Closed,DVT,,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,Fireball,NoNPI,YellowBang,,,,,,,,P2-High,nkogos,,Fixed
WIFI-4892,453326,1-Critical,[Asus][GLK][X441MA] 9461 ESD failure,kjfang,12/Dec/17 5:22 PM,Asus,Fixed,Product->The Platform,,,Closed,20.10.2.2,,Jefferson Peak 1 Pulsar (9461),,,,,,,,,,,,,,,,,,,,,,NoNPI,,,,,,,,,,P2-High,eregev,,Fixed
WIFI-4887,453328,2-High,"[Samsung][Epic-15 KBL, WsP] 50 BSoD appears while end customer is using internet.",frankfcy,12/Dec/17 1:58 PM,Samsung,Fixed,WinDriver->System flows,,,Closed,sthwfw1773_20.0.0.9g,20.20PV,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,BSOD-0x50,,,,,,,,,,P3-Medium,frankfcy,"we encounter a race in case driver wasn't unloaded (meaning, destroy wasn't called), but miniport initialize was subsequently called more than once. 
in this case, worker thread that reads FW files from SSD is running in parallel to initialization thread that frees the global memory which is being filled by the worker thread. 
reason of it doing so and not waiting till worker thread finishes is since it identifies the presence of FW images in global memory",Fixed
WIFI-4886,453329,1-Critical,[LG][22V280][GLK/9462/Win10 RS3] Cannot connect to a AP with CH13,frankfcy,12/Dec/17 1:19 PM,LG,Fixed,FW->PHY,,,Closed,20.20.0.1(STHWFW2006G),WFGDRV01385_V99.0.35.2,Jefferson Peak 1 Pulsar (9462),,,,,,,,,,,,,,,,,,,,,,FW_bugfest_01_18,NoNPI,,,,,,,,,P2-High,mchechik,"fix delivered to main in commit 5c53d0f1ace10cd27c2a056e618c09dc1bae4098

Due to regulatory, mpapd perform its calibration on ch12 instead ch13. But the bug was it didnt tune back to ch13 when calibration is completed.",Fixed
WIFI-4869,453342,1-Critical,"[Toshiba][Win10][8265]Connect/disconnect WiFi then restart machine for several times,check sometimes WLAN icon in tasktray shows LAN icon(F/R :2/15)",kjfang,11/Dec/17 12:09 PM,Dynabook Inc,Fixed,ProSet->SDK,,,Closed,20.20.0.4 PV( STHWFW2295_v20.20.0.4G).,20.80PV,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,kjfang,Wifi icon didn't change because proset Application is not able to sync with Window 10 OS after the restart of the machine. For syncing the OS we need to restart the netprofm from Microsoft.,Fixed
WIFI-4839,453360,1-Critical,[Asus][AMD-Summit Ridge][9260] WiFi acts abnormally,frankfcy,07/Dec/17 8:00 PM,Asus,Fixed,WinDriver->Performance,,,Closed,20.10.2.2,STHWFW2536_20.30.1.2,Thunder Peak 2 (9260),,,,,,,,,,,,,,,,,,,,,,AMD,,,,,,,,,,P2-High,mchechik,"Enable 128 bytes DMA chunks size transactions only for ThP (and above) discrete and Intel CPU. There is an assumption that Intel CPU allows in-order 128B transactions, therefore, need to enable 128 bytes only when working with Intel CPU

CC34: 0130912fcb4823def88e6a6e30f8353ba8cca94f
CC33: 864c0416a68f5c54ef566d24dcf9247809ae2f6a",Fixed
WIFI-4837,453362,2-High,[LG][13Z980][KBL-R/8265/Win10 RS3][BSOD-0xD1][netwtw06!govifgetoperatingchannelapi] occurred while connecting to Miracast,frankfcy,07/Dec/17 7:57 PM,LG,Fixed,WinDriver->WiFi Extensions,,,Closed,20.20.0.4(STHWFW2295G),STHWFW2448_20.30.0.4,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,BSOD-0xD1,Miracast,,,,,,,,,P2-High,mchechik,"Fixed DP MAC DB callbacks to be cleared when MAC is removed.
If CBs are not removed a MAC can remove and re-add itself to DP. The old CBs are still installed for the old MAC instance might include an already invalid context of the old MAC.",Fixed
WIFI-4782,453403,2-High,[ASUS]9560 failing CNVio Bus Signal Measure Spec,frankfcy,04/Dec/17 6:01 PM,Asus,Fixed,HW,,,Closed,9560,,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,,,,,,CNVi_Signals,CNVio,NoNPI,,,,,,,,P2-High,jtsao1,,Fixed
WIFI-4780,453404,1-Critical,"[Lenovo-DT][Win7-64bit][8265][M910s]Install fails when running ""setup.exe –s –hardwareidcheck"" on Win7 OS with 20.20 release driver",caizhiqi,04/Dec/17 4:37 PM,Lenovo - Desktop,Fixed,ProSet->Installer,,,Closed,20.20.0.4,STHWFW2750_20.40.0.4,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,NoNPI,ProSet,,,,,,,,,P2-High,mchechik,depending dll are missed ,Fixed
WIFI-4768,453412,1-Critical,[Dell] 20.10 didn't included JfP1 Dell Sku HW ID in inf,sys_cnvjira,03/Dec/17 9:36 PM,Dell,Fixed,Installer,,,Closed,sthwfw2098_20.10.2.2d,STHWFW2307_20.20.1.1,Jefferson Peak 1 Pulsar (9461),,,,,,,,,,,,,,,,,,,,,,NoNPI,,,,,,,,,,P2-High,mchechik,added Dell SKU to missing Excel,Fixed
WIFI-4759,453420,1-Critical,[Dell/WH/CFL-H] Intel 9260 run CB/WB stress got Microsoft Wi-Fi Direct Virtual Adapter yellow bang,sys_cnvjira,01/Dec/17 11:06 AM,Dell,Fixed,WinDriver->System flows,,,Closed,20.10.0.6,STHWFW2476_20.30.0.6,Thunder Peak 2 (9260),,,,,,,,,,,,,,,,,,,,,,Fireball,Miracast,NoNPI,,,,,,,,P2-High,mchechik,missing interrupt issue,Fixed
WIFI-4757,453422,2-High,[Huawei][Mach][WLAN][BSOD_0x139][Netwtw06!__report_gsfailure+0x5] BSOD 0x139  during coldboot testing,brentonw,01/Dec/17 12:50 AM,Huawei,Fixed,WinDriver->System flows,,,Closed,20.10.0.6,STHWFW2448_20.30.0.4 ,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,BSOD-0x139,,,,,,,,,,P2-High,samhsu,duplicate of WIFIWIN-4735,Fixed
WIFI-4755,453424,3-Medium,"[Lenovo-ThinkPad][LCFC-TW][Solo Lando][win10/RS3_8265/KBL-R]System take more than 1 min to reconnect if enable ""wireless auto disconnection"" in BIOS setup",flee5,01/Dec/17 12:11 AM,Lenovo - ThinkPad China,Fixed,WinDriver->Connectivity,,,Closed,sthwfw2044_20.10.2.2g,STHWFW2448_20.30.0.4,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,,,,,,Connectivity,NoNPI,,,,,,,,,P3-Medium,mchechik,"Radio off must not disable OS scan. OS scan is deferred untill radio is on and scan is configured or untill a WD is triggered, then the scan is rejected.",Fixed
